omop_concept_id,ingredient_name,cem_n_conditions,cem_n_faers_pairs,cem_n_semmeddb_pairs,cem_faers_case_count_sum,cem_faers_prr_median
19077111,hydroxyestrones,3.0,0.0,3.0,0.0,
19069076,hydroxyethyl cellulose,4.0,4.0,0.0,4.0,87.73608
43012293,hydroxyethyl starch 130-0.4,178.0,178.0,0.0,394.0,4.406185
36249762,hydroxypinacolone retinoate,1.0,0.0,1.0,0.0,
1718952,hydroxypropyl cellulose (type H),4.0,0.0,4.0,0.0,
40167156,hydroxypropyl chitosan,3.0,0.0,3.0,0.0,
37003456,hydroxypropyl methacrylate,1.0,0.0,1.0,0.0,
43012331,hydroxypropyl methylcellulose 2910,65.0,65.0,0.0,70.0,10.69705
43012352,hydroxypropylbetadex (0.58-0.68 MS),12.0,0.0,12.0,0.0,
19002257,hydroxypropylcellulose,34.0,34.0,0.0,39.0,12.90213
42903724,hydroxytyrosol,44.0,1.0,43.0,1.0,
1377141,hydroxyurea,1142.0,1142.0,0.0,10165.0,1.38939
777221,hydroxyzine,2153.0,2153.0,0.0,48580.0,1.15357
19069080,hylan,9.0,9.0,0.0,9.0,18.31646
705219,hylan G-F 20,316.0,308.0,10.0,727.0,2.96173
19077421,hymecromone,4.0,4.0,0.0,4.0,692.345865
923672,hyoscyamine,1214.0,1214.0,0.0,12084.0,1.42921
45775583,hypericin,59.0,59.0,0.0,73.0,10.666
44784806,hypochlorite,57.0,57.0,0.0,65.0,7.07679
779295,hypotaurine,2.0,0.0,2.0,0.0,
902251,hypromellose,574.0,574.0,0.0,2332.0,1.69255
43012333,hypromellose 2208,16.0,16.0,0.0,18.0,15.61687
43560557,hypromellose 2910 (10000 MPA.S),92.0,92.0,0.0,118.0,6.917755
1512480,ibandronate,1619.0,1619.0,0.0,39959.0,1.16721
19113028,ibopamine,2.0,2.0,0.0,2.0,85067.830205
1537246,ibrexafungerp,4.0,0.0,4.0,0.0,
19068830,ibritumomab tiuxetan,429.0,429.0,0.0,2016.0,2.64332
44507848,ibrutinib,455.0,455.0,0.0,1945.0,2.0082
1177480,ibuprofen,2929.0,2929.0,0.0,189516.0,1.02815
19050087,ibutilide,34.0,34.0,0.0,65.0,16.92557
35604420,icariin,76.0,0.0,76.0,0.0,
40242044,icatibant,175.0,175.0,0.0,678.0,1.95226
977949,ichthammol,15.0,15.0,0.0,15.0,43.34503
19011437,icodextrin,161.0,161.0,0.0,421.0,3.54654
42874246,icosapent ethyl,391.0,391.0,0.0,1206.0,2.67571
19078097,idarubicin,687.0,687.0,0.0,4946.0,2.29994
19067036,idebenone,52.0,52.0,0.0,57.0,14.143155
45776944,idelalisib,130.0,130.0,0.0,306.0,4.571365
19078156,idoxuridine,31.0,31.0,0.0,38.0,7.02094
19018746,idrocilamide,8.0,8.0,0.0,8.0,30.78122
19091430,idursulfase,298.0,298.0,0.0,1184.0,2.2874
19069103,ifenprodil,301.0,301.0,0.0,846.0,2.91164
19078187,ifosfamide,860.0,860.0,0.0,9340.0,1.61672
43014176,ilomastat,3.0,0.0,3.0,0.0,
19017241,iloperidone,254.0,254.0,0.0,1046.0,2.84232
1344992,iloprost,730.0,730.0,0.0,8033.0,1.064585
1304107,imatinib,1919.0,1919.0,0.0,38840.0,1.11888
779582,imepitoin,2.0,0.0,2.0,0.0,
1734581,imetelstat,2.0,0.0,2.0,0.0,
19122327,imidapril,472.0,472.0,0.0,1628.0,2.5205450000000003
1348407,imiglucerase,736.0,736.0,0.0,3719.0,1.91636
1778262,imipenem,621.0,621.0,0.0,2419.0,2.37336
778268,imipramine,1095.0,1095.0,0.0,8328.0,1.36907
981691,imiquimod,614.0,614.0,0.0,2648.0,2.062965
43531966,immunoglobulin A,695.0,695.0,0.0,2889.0,2.73637
19117912,immunoglobulin G,1157.0,1157.0,0.0,15492.0,1.13671
1718678,imperialine,10.0,0.0,10.0,0.0,
19017805,inamrinone,11.0,11.0,0.0,37.0,7.88468
40240664,indacaterol,590.0,590.0,0.0,3540.0,1.739655
978555,indapamide,1277.0,1277.0,0.0,14459.0,1.20277
42900470,indeloxazine,6.0,2.0,4.0,2.0,1424.31341
43532336,indigo,115.0,115.0,1.0,129.0,5.89286
1711523,indinavir,587.0,587.0,0.0,2610.0,2.67124
43012200,indium,51.0,51.0,0.0,78.0,8.64248
19069107,indobufen,31.0,31.0,0.0,37.0,11.33168
19078612,indocyanine green,32.0,32.0,0.0,39.0,13.3675
42900471,indole,1.0,1.0,0.0,1.0,6716.8946
779328,indole-3-carbinol,22.0,0.0,22.0,0.0,
1178663,indomethacin,1544.0,1544.0,0.0,15927.0,1.3912650000000002
19078808,indoramin,92.0,92.0,0.0,147.0,5.632695
937368,infliximab,2575.0,2575.0,0.0,107295.0,1.28778
42903441,influenza A virus,86.0,86.0,0.0,195.0,6.746275000000001
42709320,ingenol mebutate,172.0,172.0,0.0,1924.0,1.140245
44784845,inosine,45.0,45.0,0.0,52.0,13.80949
19083285,inosine pranobex,69.0,69.0,0.0,89.0,12.59222
19079480,inosinic acid,1.0,0.0,1.0,0.0,
1379525,inositol,130.0,130.0,0.0,190.0,3.44937
1567198,"insulin aspart, human",1853.0,1853.0,0.0,39100.0,1.0056
1516976,insulin detemir,1309.0,1309.0,0.0,16726.0,1.02826
1502905,insulin glargine,2294.0,2294.0,0.0,104810.0,0.7858350000000001
1544838,"insulin glulisine, human",699.0,699.0,0.0,4962.0,1.15652
1588986,"insulin human, rDNA origin",242.0,242.0,0.0,738.0,1.801635
46221581,insulin isophane,1768.0,1768.0,0.0,36789.0,0.99209
1550023,insulin lispro,1989.0,1989.0,0.0,54732.0,0.88141
42899447,"insulin, pork",76.0,76.0,0.0,105.0,5.14534
19090187,"insulin, protamine zinc, pork",6.0,6.0,0.0,8.0,176.78845
19013951,"insulin, regular, beef",30.0,30.0,0.0,32.0,14.26309
1590165,"insulin, regular, beef-pork",14.0,14.0,0.0,15.0,38.913695
1596977,"insulin, regular, human",1641.0,1641.0,0.0,24160.0,1.13556
1586346,"insulin, regular, pork",62.0,62.0,0.0,92.0,7.99705
1379969,interferon alfa-2a,632.0,632.0,0.0,2663.0,1.98371
1380068,interferon alfa-2b,1043.0,1043.0,0.0,6449.0,1.7276
19044394,interferon alfa-n1,108.0,108.0,0.0,187.0,7.133785
1385645,interferon alfa-n3,28.0,28.0,0.0,28.0,13.855865
1781314,interferon alfacon-1,508.0,508.0,0.0,2388.0,1.620605
722424,interferon beta-1a,2603.0,2603.0,0.0,212634.0,0.78702
713196,interferon beta-1b,1501.0,1501.0,0.0,30714.0,1.06302
42903737,interferon gamma-1a,16.0,16.0,0.0,16.0,13.142405
1380191,interferon gamma-1b,398.0,398.0,0.0,1243.0,2.432855
19109079,interferon-beta,3.0,3.0,0.0,3.0,379.09282
42900474,interleukin-11,1.0,1.0,0.0,1.0,
42899448,interleukin-12,33.0,0.0,33.0,0.0,
42899449,interleukin-3,6.0,2.0,4.0,2.0,423.85068
43012761,interleukin-6,1.0,1.0,0.0,1.0,7155.81411
1380472,intrinsic factor,16.0,16.0,0.0,16.0,12.343395
980478,inulin,118.0,118.0,0.0,159.0,4.756550000000001
19003107,invert sugar,4.0,4.0,0.0,5.0,226.338665
19053540,iobitridol,100.0,100.0,0.0,188.0,7.0755
19080542,iodamide,3.0,3.0,0.0,3.0,32.51189
1103137,iodinated glycerol,8.0,8.0,0.0,8.0,111.29018
1780601,iodine,619.0,619.0,0.0,1841.0,1.91756
19125582,iodine povacrylex,25.0,25.0,0.0,76.0,7.08209
19003201,iodixanol,409.0,409.0,0.0,2485.0,1.92178
40172365,iodoform,21.0,21.0,0.0,26.0,22.08316
19122138,iodophors,9.0,2.0,7.0,2.0,2428.082325
928006,iodoquinol,83.0,83.0,0.0,132.0,11.9901
19067248,iodoxamid,1.0,0.0,1.0,0.0,
19080985,iohexol,606.0,606.0,0.0,4912.0,1.59411
19081224,iopamidol,553.0,553.0,0.0,3356.0,1.54662
19081256,iopanoic acid,1.0,1.0,0.0,1.0,24.23973
19003206,iopromide,482.0,482.0,0.0,8516.0,1.319555
701494,iota-carrageenan,8.0,0.0,8.0,0.0,
19122158,iothalamate,98.0,98.0,0.0,176.0,7.15798
45775579,iothalamic acid,3.0,3.0,0.0,300.0,10.74922
19067271,iotrolan,14.0,14.0,0.0,14.0,88.862605
19069131,ioversol,400.0,400.0,0.0,4369.0,1.35022
19081316,ioxaglate,135.0,135.0,0.0,331.0,4.59992
19003249,ioxilan,74.0,74.0,0.0,107.0,8.168655000000001
1781321,ipecac,9.0,9.0,0.0,12.0,66.72778
40238188,ipilimumab,608.0,608.0,0.0,5598.0,1.30533
1112921,ipratropium,1830.0,1830.0,0.0,39587.0,1.11743
19113032,iprazochrome,15.0,12.0,3.0,12.0,64.852165
19067274,ipriflavone,77.0,68.0,12.0,90.0,6.805685
19122259,iproniazid,30.0,30.0,0.0,34.0,17.16167
1347384,irbesartan,1875.0,1875.0,0.0,41676.0,1.10343
42899520,iridium,11.0,11.0,0.0,11.0,119.10548
1367268,irinotecan,1279.0,1279.0,0.0,22790.0,1.14859
1360067,iron,2046.0,2046.0,0.0,43092.0,1.201995
19055073,iron bile salts,6.0,6.0,0.0,8.0,70.17094
1400498,iron carbonyl,106.0,106.0,0.0,145.0,4.558115000000001
19112898,iron fumarate,1.0,1.0,0.0,1.0,215.30219
1377898,iron polysaccharide,107.0,107.0,0.0,145.0,5.81671
19003345,iron sorbitex,2.0,2.0,0.0,2.0,154.628885
1395773,iron sucrose,768.0,768.0,0.0,5051.0,1.421015
1381661,iron-dextran complex,251.0,251.0,0.0,950.0,2.52033
19003412,iso-sulfan blue,26.0,26.0,0.0,42.0,20.78676
43012277,isobutyl alcohol,1.0,0.0,1.0,0.0,
46234101,isobutyramide,3.0,0.0,3.0,0.0,
781705,isocarboxazid,53.0,53.0,0.0,76.0,7.76067
19003491,isoconazole,26.0,26.0,0.0,30.0,29.121495000000003
1181809,isoetharine,52.0,52.0,0.0,62.0,15.07208
782043,isoflurane,452.0,452.0,0.0,2559.0,2.50472
19082306,isoleucine,15.0,15.0,0.0,15.0,127.67477
1103518,isometheptene,82.0,82.0,0.0,111.0,6.038785000000001
1782521,isoniazid,1421.0,1421.0,0.0,15035.0,1.55966
43013090,isoprene,3.0,3.0,0.0,3.0,33.5062
19058613,isopropamide,5.0,5.0,0.0,5.0,21.67459
19028106,isopropyl alcohol,152.0,152.0,0.0,212.0,3.962225
19003568,isopropyl myristate,26.0,26.0,0.0,34.0,13.5898
915829,isopropyl unoprostone,22.0,22.0,0.0,23.0,44.548145
1183554,isoproterenol,197.0,197.0,0.0,412.0,3.55356
42903732,isopulegol,3.0,0.0,3.0,0.0,
1537442,isorhynchophylline,11.0,0.0,11.0,0.0,
1383815,isosorbide,1787.0,1787.0,0.0,46659.0,0.99692
1383925,isosorbide dinitrate,1363.0,1363.0,0.0,17252.0,1.17937
19091288,isospaglumic acid,6.0,4.0,2.0,4.0,319.140185
19003593,isothipendyl,1.0,1.0,0.0,1.0,15.75559
984232,isotretinoin,1759.0,1759.0,0.0,49950.0,0.90374
1384360,isoxsuprine,118.0,118.0,0.0,152.0,7.17696
19132967,ispaghula extract,1.0,0.0,1.0,0.0,
19137031,ispaghula husk,362.0,362.0,0.0,1223.0,2.452695
1326012,isradipine,631.0,631.0,0.0,2391.0,1.84239
1703653,itraconazole,1190.0,1190.0,0.0,11961.0,1.501425
46234437,ivabradine,406.0,406.0,0.0,1598.0,1.957395
42709323,ivacaftor,251.0,251.0,0.0,1043.0,2.50883
1784444,ivermectin,428.0,428.0,0.0,4283.0,1.22827
19025348,ixabepilone,432.0,432.0,0.0,2603.0,1.4766
42900480,jasmine oil,5.0,5.0,0.0,5.0,23.13715
1537120,jasmone,1.0,0.0,1.0,0.0,
19123240,josamycin,145.0,145.0,0.0,254.0,4.97684
42900482,juniper berry oil,1.0,1.0,0.0,1.0,633.98186
1784749,kanamycin,262.0,262.0,0.0,589.0,3.34843
984801,kaolin,40.0,40.0,0.0,60.0,10.731445
19084915,karaya gum,135.0,135.0,0.0,327.0,3.70904
1398693,kava root,4.0,3.0,1.0,3.0,91.46678
19069191,kebuzone,10.0,8.0,2.0,8.0,83.813875
19069161,keracyanin,1.0,0.0,1.0,0.0,
42900483,kerosene,8.0,8.0,0.0,14.0,25.481075
785649,ketamine,673.0,673.0,0.0,3934.0,1.89029
19085688,ketanserin,14.0,14.0,0.0,14.0,42.925485
19003946,ketazolam,28.0,28.0,0.0,35.0,50.488565
985708,ketoconazole,1245.0,1245.0,0.0,9484.0,1.57305
1185922,ketoprofen,1415.0,1415.0,0.0,13013.0,1.4772
1136980,ketorolac,1482.0,1482.0,0.0,17645.0,1.522375
986117,ketotifen,567.0,567.0,0.0,2193.0,1.79939
19123346,khellin,3.0,3.0,0.0,3.0,55.48817
925209,kinetin,3.0,0.0,3.0,0.0,
19123342,kininogenase,2.0,2.0,0.0,2.0,35.104685
42904259,kiwi fruit extract,2.0,0.0,2.0,0.0,
43532433,kojic acid,6.0,0.0,6.0,0.0,
43533062,konjac mannan,10.0,10.0,0.0,10.0,34.04896
40168296,krill oil,309.0,309.0,0.0,859.0,2.70998
1386957,labetalol,1406.0,1406.0,0.0,13550.0,1.35473
19004539,lacidipine,316.0,316.0,0.0,797.0,2.52332
19087394,lacosamide,832.0,832.0,0.0,7595.0,1.26526
950183,lactase,378.0,371.0,8.0,1038.0,2.14088
19011035,lactate,711.0,711.0,0.0,2603.0,1.92159
19071236,lactitol,305.0,305.0,0.0,789.0,3.01876
35606075,lacto-N-neotetraose,1.0,0.0,1.0,0.0,
43532434,lactobionate,6.0,6.0,0.0,6.0,1004.19317
43531995,lactoferrin,13.0,13.0,0.0,14.0,94.94315
19087208,lactose,213.0,213.0,0.0,372.0,2.95691
987245,lactulose,1751.0,1751.0,0.0,31501.0,1.22982
1704183,lamivudine,1746.0,1746.0,0.0,27369.0,1.564365
705103,lamotrigine,2280.0,2280.0,0.0,90747.0,0.9686
19003522,lanatoside C,19.0,19.0,0.0,21.0,35.82992
1466064,landiolol,24.0,0.0,24.0,0.0,
19087317,lanolin,126.0,126.0,0.0,208.0,3.93288
42899439,lanolin oil,1.0,1.0,0.0,1.0,914.49957
1503501,lanreotide,425.0,425.0,0.0,1570.0,1.8337
929887,lansoprazole,2736.0,2736.0,0.0,143578.0,1.0920200000000002
990028,lanthanum carbonate,698.0,698.0,0.0,3803.0,1.55136
1359548,lapatinib,1062.0,1062.0,0.0,18074.0,0.82092
1543229,laronidase,364.0,364.0,0.0,1447.0,2.940875
43012743,lasalocid,12.0,0.0,12.0,0.0,
954688,latanoprost,1527.0,1527.0,0.0,24693.0,1.06082
42903913,latex,33.0,33.0,0.0,35.0,24.48649
43012758,lauramine oxide,1.0,0.0,1.0,0.0,
46221519,laurocapram,1.0,0.0,1.0,0.0,
42899499,lavender extract,2.0,0.0,2.0,0.0,
19071651,lavender oil,13.0,13.0,0.0,13.0,72.36126
1735080,lazertinib,1.0,0.0,1.0,0.0,
19123879,lead,15.0,15.0,0.0,16.0,14.24321
42899501,lead iodide,1.0,0.0,1.0,0.0,
1301377,lecanemab,2.0,0.0,2.0,0.0,
19042345,lecithin,495.0,495.0,0.0,1774.0,2.1252
45775020,ledipasvir,86.0,86.0,0.0,169.0,5.319934999999999
1101898,leflunomide,1881.0,1881.0,0.0,38386.0,1.29423
42900496,lemon balm oil,3.0,3.0,0.0,3.0,660.06951
42900497,lemon oil,16.0,16.0,0.0,17.0,26.763415
19026972,lenalidomide,2355.0,2355.0,0.0,117119.0,0.84148
1302040,leniolisib,2.0,0.0,2.0,0.0,
19009705,lenograstim,616.0,616.0,0.0,4444.0,2.081785
19090204,"lente insulin, beef",15.0,15.0,0.0,46.0,18.26179
1513849,"lente insulin, human",434.0,433.0,1.0,1432.0,1.84515
1562586,"lente insulin, pork",81.0,81.0,0.0,113.0,7.75875
46221433,lenvatinib,20.0,20.0,0.0,23.0,16.784905000000002
19092139,lepirudin,203.0,203.0,0.0,479.0,5.24217
44507686,leptin,7.0,7.0,0.0,7.0,93.5572
19015802,lercanidipine,1080.0,1080.0,0.0,8591.0,1.58766
37354975,lerodalcibep,1.0,0.0,1.0,0.0,
19071861,letosteine,2.0,1.0,1.0,1.0,13978.56889
1315946,letrozole,1623.0,1623.0,0.0,24575.0,1.42413
19088571,leucine,33.0,33.0,0.0,54.0,15.39187
1388796,leucovorin,1676.0,1676.0,0.0,35490.0,1.16861
1351541,leuprolide,1716.0,1716.0,0.0,34016.0,1.0355949999999998
1146216,levacetylleucine,6.0,0.0,6.0,0.0,
1192218,levalbuterol,1351.0,1351.0,0.0,17882.0,1.17263
19124297,levallorphan,3.0,3.0,0.0,3.0,99.16211
1389464,levamisole,87.0,87.0,0.0,155.0,7.52576
711584,levetiracetam,2073.0,2073.0,0.0,50946.0,1.050445
932815,levobunolol,317.0,317.0,0.0,748.0,2.19091
19098741,levobupivacaine,160.0,160.0,0.0,351.0,6.322355
907553,levocabastine,249.0,249.0,0.0,491.0,3.9534
1553610,levocarnitine,488.0,488.0,0.0,1479.0,1.990915
1136422,levocetirizine,1071.0,1071.0,0.0,7732.0,1.47803
789578,levodopa,1259.0,1259.0,0.0,16653.0,1.0726
1742253,levofloxacin,2418.0,2418.0,0.0,101551.0,1.108215
40168303,levoleucovorin,264.0,264.0,0.0,832.0,3.63651
45775208,levomefolate,4.0,0.0,4.0,0.0,
19056157,levomenthol,13.0,13.0,0.0,28.0,23.72548
19056706,levomethadone,26.0,26.0,0.0,27.0,50.798705
19092108,levomethadyl,2.0,2.0,0.0,4.0,982.186215
43560354,levomilnacipran,100.0,100.0,0.0,216.0,3.434945
19015395,levonordefrin,20.0,20.0,0.0,22.0,38.89689
1589505,levonorgestrel,1597.0,1597.0,0.0,118013.0,0.392775
19124329,levopropoxyphene,3.0,3.0,0.0,3.0,155.1744
1186385,levorotatory alkaloids of belladonna,180.0,180.0,0.0,226.0,6.6613299999999995
1189766,levorphanol,68.0,68.0,0.0,102.0,3.362495
40173184,levosimendan,49.0,49.0,0.0,73.0,27.74851
1501700,levothyroxine,3255.0,3255.0,0.0,369406.0,0.96771
1353048,licorice,177.0,177.0,0.0,322.0,4.19812
19055215,licorice root extract,7.0,0.0,7.0,0.0,
19071862,lidamidine,6.0,2.0,4.0,2.0,66.316925
989878,lidocaine,2087.0,2087.0,0.0,46530.0,1.25274
42609308,ligustrazine,117.0,0.0,117.0,0.0,
42900505,linaclotide,741.0,741.0,0.0,6012.0,1.20828
40239216,linagliptin,1298.0,1298.0,0.0,14784.0,1.445805
35603472,linalyl acetate,7.0,0.0,7.0,0.0,
1790692,lincomycin,229.0,229.0,0.0,448.0,2.94678
916751,lindane,142.0,142.0,0.0,303.0,3.2205199999999996
746648,linerixibat,3.0,0.0,3.0,0.0,
1736887,linezolid,1207.0,1207.0,0.0,13250.0,1.39663
19011795,linoleate,91.0,85.0,7.0,119.0,8.13353
19100751,"linoleic acids, conjugated",23.0,0.0,23.0,0.0,
19122135,linolenate,19.0,17.0,2.0,17.0,14.67841
19090767,linseed oil,981.0,981.0,0.0,7671.0,1.45355
1505346,liothyronine,923.0,923.0,0.0,6659.0,1.44009
19069223,liotrix,42.0,42.0,0.0,51.0,6.082224999999999
990760,lipase,1099.0,1099.0,0.0,9651.0,1.24917
44506753,lipegfilgrastim,22.0,22.0,0.0,33.0,22.287635
43531976,liquid petroleum,18.0,18.0,0.0,19.0,15.87205
40170911,liraglutide,954.0,954.0,0.0,19794.0,0.709645
709567,lisdexamfetamine,765.0,765.0,0.0,8426.0,0.94863
1308216,lisinopril,2886.0,2886.0,0.0,256988.0,0.922435
19091472,lisuride,26.0,26.0,0.0,28.0,16.404575
19124477,lithium,1238.0,1238.0,0.0,15694.0,1.080985
19113039,lithium acetate,110.0,110.0,0.0,151.0,6.75823
19127669,lithium aspartate,22.0,22.0,0.0,24.0,16.1832
42900524,lithium bromide,5.0,5.0,0.0,5.0,25.83539
751246,lithium carbonate,1533.0,1533.0,0.0,27530.0,1.05946
45775340,lithium cation,5.0,0.0,5.0,0.0,
42899307,lithium chloride,21.0,21.0,0.0,26.0,29.33888
767410,lithium citrate,220.0,220.0,0.0,515.0,3.0706
19113040,lithium gluconate,1.0,1.0,0.0,1.0,117.08293
45775526,lithium hydroxide,1.0,1.0,0.0,1.0,83.1777
19071904,lithium succinate,14.0,14.0,0.0,14.0,34.62505
19071905,lithium sulfate,229.0,229.0,0.0,582.0,3.22721
19091701,liver extract,38.0,38.0,0.0,43.0,8.00735
44506754,lixisenatide,29.0,29.0,0.0,48.0,18.7924
19091824,lobeline,15.0,15.0,0.0,16.0,99.00995
43532448,locust bean gum extract,1.0,0.0,1.0,0.0,
967496,lodoxamide,62.0,62.0,0.0,69.0,8.831705
19091830,lofepramine,205.0,205.0,0.0,842.0,2.57855
19007803,lofexidine,16.0,16.0,0.0,19.0,139.832515
1707800,lomefloxacin,108.0,108.0,0.0,173.0,8.435735
43013119,lomitapide,172.0,172.0,0.0,845.0,1.70555
1391846,lomustine,255.0,255.0,0.0,833.0,2.6087
19071933,lonazolac,1.0,0.0,1.0,0.0,
43013134,long pepper extract,2.0,0.0,2.0,0.0,
991876,loperamide,1859.0,1859.0,0.0,35909.0,1.16459
1738170,lopinavir,495.0,495.0,0.0,1736.0,3.38763
1708100,loracarbef,153.0,153.0,0.0,210.0,5.98602
1107830,loratadine,2157.0,2157.0,0.0,59939.0,1.05727
791967,lorazepam,2772.0,2772.0,0.0,164873.0,1.01205
42873635,lorcaserin,170.0,170.0,0.0,1359.0,1.58061
19007977,lormetazepam,822.0,822.0,0.0,4262.0,1.821585
19049709,lornoxicam,378.0,378.0,0.0,946.0,2.6444099999999997
1367500,losartan,2277.0,2277.0,0.0,83129.0,1.06267
992127,loteprednol,30.0,30.0,0.0,33.0,71.57489
967562,loteprednol etabonate,596.0,596.0,0.0,2509.0,1.70662
963850,lotilaner,5.0,0.0,5.0,0.0,
37003474,loureirin B,2.0,0.0,2.0,0.0,
42899445,lovage oil,2.0,2.0,0.0,2.0,823.75639
1592085,lovastatin,1597.0,1597.0,0.0,30945.0,1.15342
792263,loxapine,557.0,557.0,0.0,2512.0,2.20667
19071936,loxoprofen,1341.0,1341.0,0.0,18295.0,1.42526
987366,lubiprostone,892.0,892.0,0.0,6564.0,1.4164150000000002
42800204,lucinactant,5.0,5.0,0.0,6.0,286.18659
40169014,lufenuron,21.0,21.0,0.0,21.0,13.24969
44507693,luliconazole,30.0,30.0,0.0,33.0,22.237795
19048037,lumefantrine,97.0,97.0,0.0,167.0,7.70118
40230761,lurasidone,409.0,409.0,0.0,1904.0,1.80826
1310353,lutein,587.0,587.0,0.0,2599.0,1.69891
1398753,lutein esters,1.0,0.0,1.0,0.0,
1589795,luteinizing hormone,162.0,162.0,0.0,283.0,8.90569
44816340,lutetium,32.0,32.0,0.0,38.0,26.47264
1543112,lutropin alfa,18.0,18.0,0.0,46.0,86.90356
1308185,lycopene,259.0,259.0,0.0,528.0,3.03866
19092353,lymecycline,171.0,171.0,0.0,381.0,3.20799
19136207,"lymphocyte immune globulin, anti-thymocyte globulin",409.0,409.0,0.0,1540.0,3.89717
19092358,lynestrenol,137.0,137.0,0.0,210.0,5.02047
19092377,lysine,705.0,705.0,0.0,2950.0,1.64166
36249476,lysophosphatidic acid,41.0,0.0,41.0,0.0,
43532424,lysozyme,154.0,154.0,0.0,336.0,4.99119
43560189,m-phenylenediamine,1.0,0.0,1.0,0.0,
1592536,macelignan,1.0,0.0,1.0,0.0,
44507580,macitentan,415.0,415.0,0.0,2633.0,1.23551
45774607,madecassic acid,3.0,0.0,3.0,0.0,
992716,mafenide,13.0,13.0,0.0,15.0,18.9555
908360,magaldrate,230.0,230.0,0.0,448.0,3.527025
19124906,magnesium,1811.0,1811.0,0.0,32281.0,1.23329
19013986,magnesium acetate,14.0,14.0,0.0,14.0,21.9611
19060896,magnesium amino acid chelate,40.0,40.0,0.0,46.0,8.784885
42899412,magnesium ascorbate,9.0,9.0,0.0,10.0,55.33314
19019131,magnesium aspartate,463.0,463.0,0.0,1403.0,2.24368
908464,magnesium carbonate,273.0,273.0,0.0,517.0,3.14167
43012385,magnesium carbonate hydroxide,13.0,13.0,0.0,13.0,22.47505
43532017,magnesium cation,9.0,0.0,9.0,0.0,
19092849,magnesium chloride,1296.0,1296.0,0.0,37655.0,0.716375
967861,magnesium citrate,697.0,697.0,0.0,2474.0,2.01995
19067971,magnesium gluconate,426.0,426.0,0.0,1045.0,2.172885
19056038,magnesium glutamate,30.0,29.0,1.0,29.0,9.97142
19059006,magnesium glycinate,64.0,64.0,0.0,83.0,8.42052
992956,magnesium hydroxide,1589.0,1589.0,0.0,21925.0,1.34361
19051926,magnesium lactate,99.0,99.0,0.0,144.0,4.67505
19004283,magnesium malate,37.0,37.0,0.0,41.0,15.34287
19016889,magnesium orotate,18.0,18.0,0.0,18.0,20.89801
993631,magnesium oxide,1898.0,1898.0,0.0,38515.0,1.18877
19071991,magnesium phosphate,25.0,25.0,0.0,28.0,8.04284
1168079,magnesium salicylate,233.0,233.0,0.0,458.0,3.00238
42899326,magnesium silicate,35.0,35.0,0.0,43.0,24.25972
19093848,magnesium sulfate,1328.0,1328.0,0.0,12395.0,1.37398
19091804,magnesium sulfate heptahydrate,19.0,19.0,0.0,20.0,14.31448
908730,magnesium trisilicate,60.0,60.0,0.0,81.0,9.49787
19058291,"magnesium, chelated",32.0,32.0,0.0,39.0,6.4301200000000005
1537443,magnolol,62.0,0.0,62.0,0.0,
42900475,maitake extract,1.0,0.0,1.0,0.0,
19126516,malate,65.0,35.0,32.0,50.0,5.99726
993979,malathion,617.0,617.0,0.0,2389.0,1.76486
43532032,maleate,20.0,0.0,20.0,0.0,
19008864,malic acid,96.0,96.0,0.0,129.0,4.095825
43012279,maltodextrin,29.0,27.0,3.0,31.0,17.3591
43012237,maltol,12.0,0.0,12.0,0.0,
42899344,maltose,228.0,228.0,0.0,564.0,3.84456
42899345,maltose syrup,2.0,2.0,0.0,2.0,179.969905
746035,maltotetraose,2.0,0.0,2.0,0.0,
1394027,manganese,135.0,135.0,0.0,222.0,3.39748
45775346,manganese cation (2+),2.0,0.0,2.0,0.0,
19008893,manganese chloride,36.0,36.0,0.0,65.0,13.403295
19071181,manganese citrate,1.0,1.0,0.0,1.0,161.79029
19071993,manganese dioxide,1.0,0.0,1.0,0.0,
19068261,manganese gluconate,8.0,8.0,0.0,8.0,37.872255
35604817,manganese monoxide,2.0,0.0,2.0,0.0,
42903608,manganese phosphate,2.0,0.0,2.0,0.0,
19008897,manganese sulfate,23.0,23.0,0.0,27.0,9.11325
43012238,mangiferin,50.0,0.0,50.0,0.0,
1592310,mango bark extract,2.0,0.0,2.0,0.0,
43532033,mango extract,1.0,0.0,1.0,0.0,
35604107,mango leaf extract,1.0,0.0,1.0,0.0,
741904,mangostin,24.0,0.0,24.0,0.0,
19071995,manidipine,351.0,351.0,0.0,894.0,2.90235
994058,mannitol,652.0,652.0,0.0,5256.0,1.17245
42904141,manuka oil,1.0,1.0,0.0,1.0,1309.59501
794147,maprotiline,435.0,435.0,0.0,1469.0,2.31682
1787101,maraviroc,452.0,452.0,0.0,1570.0,2.49393
792828,margaric acid,4.0,0.0,4.0,0.0,
40167522,maropitant,6.0,6.0,0.0,6.0,66.021565
1735606,marstacimab,3.0,0.0,3.0,0.0,
988447,masoprocol,15.0,15.0,0.0,16.0,62.36107
1560045,matrine,54.0,0.0,54.0,0.0,
1734480,mavorixafor,1.0,0.0,1.0,0.0,
794229,mazindol,71.0,71.0,0.0,98.0,7.84975
532272,"measles virus vaccine live, Enders' attenuated Edmonston strain",67.0,67.0,0.0,74.0,18.47584
