omop_concept_id,ingredient_name,cem_n_conditions,cem_n_faers_pairs,cem_n_semmeddb_pairs,cem_faers_case_count_sum,cem_faers_prr_median
19058971,calcium levulinate,3.0,3.0,0.0,3.0,43.5016
19090806,calcium orotate,2.0,2.0,0.0,2.0,33.229254999999995
44784716,calcium oxalate,1.0,1.0,0.0,1.0,
19007595,calcium oxide,10.0,10.0,0.0,10.0,34.49311
43532262,calcium peroxide,1.0,0.0,1.0,0.0,
19037401,calcium phosphate,235.0,235.0,0.0,420.0,3.12721
19058973,calcium phosphate dibasic,15.0,15.0,0.0,17.0,61.17724
940426,calcium polycarbophil,854.0,853.0,5.0,4061.0,1.65896
40168899,calcium pyruvate,8.0,8.0,0.0,11.0,74.66497
19056480,calcium saccharate,1.0,1.0,0.0,1.0,
42900373,calcium silicate,4.0,1.0,3.0,1.0,564.03979
19112567,calcium stearate,1.0,0.0,1.0,0.0,
19037446,calcium sulfate,9.0,9.0,0.0,12.0,40.30814
43532989,calenduloside E,2.0,0.0,2.0,0.0,
19089891,calfactant,20.0,20.0,0.0,29.0,59.867415
42899416,calomel,2.0,2.0,0.0,2.0,1236.01481
19024938,campesterol,2.0,2.0,0.0,2.0,13793.57937
938205,camphor,304.0,304.0,0.0,607.0,2.3895549999999997
46221355,"camphor, (-)-",43.0,43.0,0.0,50.0,36.91209
43526465,canagliflozin,352.0,352.0,0.0,1688.0,1.677105
40161669,canakinumab,448.0,448.0,0.0,1476.0,2.78419
42898732,candelilla wax,1.0,0.0,1.0,0.0,
1351557,candesartan,2119.0,2119.0,0.0,51976.0,1.10948
702219,cannabichromene,5.0,0.0,5.0,0.0,
37003277,cannabigerol,17.0,0.0,17.0,0.0,
19018910,cannabinol,11.0,11.0,0.0,13.0,61.40567
19123864,canrenoate,435.0,435.0,0.0,1416.0,3.09711
19132906,canrenoic acid,35.0,35.0,0.0,38.0,8.21778
19019698,canrenone,176.0,176.0,0.0,580.0,2.881105
40170470,cantaloupe allergenic extract,2.0,0.0,2.0,0.0,
19039679,cantharidin,1.0,1.0,0.0,1.0,791.19157
1337620,capecitabine,1735.0,1735.0,0.0,49218.0,1.01507
19026710,capreomycin,66.0,66.0,0.0,140.0,9.36315
963780,caprolactone,2.0,0.0,2.0,0.0,
792748,capromorelin,2.0,0.0,2.0,0.0,
939881,capsaicin,518.0,518.0,0.0,1785.0,1.78742
43013539,captan,4.0,4.0,0.0,9.0,188.2144
1340128,captopril,1502.0,1502.0,0.0,17612.0,1.236955
19025945,carazolol,93.0,91.0,2.0,91.0,10.29092
940183,carbachol,94.0,94.0,0.0,178.0,4.2125699999999995
740275,carbamazepine,2355.0,2355.0,0.0,62218.0,1.21248
958999,carbamide peroxide,195.0,195.0,0.0,312.0,3.88413
45775534,carbamoylcholine,5.0,0.0,5.0,0.0,
19136040,carbaryl,2.0,2.0,0.0,2.0,574.4418949999999
19024535,carbazochrome,589.0,589.0,0.0,2557.0,2.59241
1740546,carbenicillin,33.0,33.0,0.0,42.0,9.97541
19040563,carbenoxolone,14.0,14.0,0.0,15.0,100.81846
1140640,carbetapentane,71.0,71.0,0.0,98.0,6.76595
740560,carbidopa,889.0,889.0,0.0,7173.0,1.2551
19040606,carbimazole,438.0,438.0,0.0,1469.0,2.122815
1141018,carbinoxamine,219.0,219.0,0.0,476.0,2.79575
19041843,carbocysteine,883.0,883.0,0.0,7171.0,1.64399
19055217,carbomer,297.0,297.0,0.0,1057.0,2.41225
42898720,carbomer 1342,22.0,22.0,0.0,26.0,29.60787
42904292,carbon black,4.0,4.0,0.0,7.0,145.8497
19046180,carbon dioxide,84.0,84.0,0.0,99.0,11.593455
19047756,carbon monoxide,61.0,61.0,0.0,177.0,4.4834
1344905,carboplatin,1768.0,1768.0,0.0,52333.0,1.08048
19049150,carboprost,73.0,73.0,0.0,117.0,7.8885
949279,carboxymethylcellulose,404.0,404.0,0.0,1528.0,1.69817
19033243,carbromal,2.0,2.0,0.0,2.0,39.962835
19033498,carbutamide,13.0,3.0,10.0,4.0,2101.74914
42903888,cardamom extract,2.0,0.0,2.0,0.0,
42873638,carfilzomib,392.0,392.0,0.0,2115.0,1.657445
19102150,carglumic acid,36.0,36.0,0.0,62.0,13.84849
749910,carisoprodol,1709.0,1709.0,0.0,35757.0,1.04634
43012407,carmoisine,2.0,0.0,2.0,0.0,
1350066,carmustine,573.0,573.0,0.0,3238.0,2.64068
19050104,carnitine,414.0,414.0,0.0,1131.0,2.29455
43012198,carnosine,17.0,17.0,0.0,19.0,8.91481
19026925,carpipramine,29.0,26.0,3.0,30.0,11.785615
19046454,carprofen,17.0,17.0,0.0,31.0,18.55455
43533045,carrot extract,1.0,0.0,1.0,0.0,
43012575,carrot juice,4.0,4.0,0.0,6.0,28.344415
42898574,carrot seed oil,1.0,1.0,0.0,1.0,
950370,carteolol,351.0,351.0,0.0,828.0,2.74712
1346823,carvedilol,2228.0,2228.0,0.0,94856.0,0.908665
43014045,caryophyllene,7.0,0.0,7.0,0.0,
900093,casanthranol,75.0,75.0,0.0,93.0,6.33023
900017,cascara sagrada,82.0,82.0,0.0,102.0,5.78528
1718054,caspofungin,745.0,745.0,0.0,5365.0,2.09175
950933,castor oil,379.0,379.0,0.0,982.0,2.45569
40161124,cat dander allergenic extract,1.0,0.0,1.0,0.0,
19006991,cat's claw preparation,4.0,0.0,4.0,0.0,
43012577,catechin,3.0,3.0,0.0,3.0,372.14446
19015812,cathine,1.0,1.0,0.0,1.0,73.22951
1398579,cayenne extract,31.0,31.0,0.0,35.0,12.72331
42898763,cedar leaf oil,1.0,1.0,0.0,2.0,528.56857
35602727,cedrol,8.0,0.0,8.0,0.0,
1768849,cefaclor,711.0,711.0,0.0,2647.0,1.97532
1769535,cefadroxil,684.0,684.0,0.0,2385.0,2.08508
19070174,cefamandole,68.0,68.0,0.0,106.0,7.68777
19070680,cefatrizine,49.0,49.0,0.0,55.0,12.82199
1771162,cefazolin,1443.0,1443.0,0.0,16201.0,1.33288
1796458,cefdinir,1068.0,1068.0,0.0,7328.0,1.5150549999999998
1747005,cefditoren,446.0,446.0,0.0,1656.0,2.229635
1748975,cefepime,1227.0,1227.0,0.0,13102.0,1.45177
1796435,cefixime,533.0,533.0,0.0,1743.0,2.20536
19072255,cefmetazole,90.0,90.0,0.0,128.0,6.987019999999999
19028286,cefodizime,16.0,16.0,0.0,16.0,68.48235
19072857,cefonicid,10.0,10.0,0.0,10.0,53.885775
1773402,cefoperazone,396.0,396.0,0.0,1333.0,2.603755
1774470,cefotaxime,918.0,918.0,0.0,5226.0,2.04101
1774932,cefotetan,216.0,216.0,0.0,355.0,3.96286
19051271,cefotiam,404.0,404.0,0.0,1364.0,3.041105
1775741,cefoxitin,339.0,339.0,0.0,834.0,3.24717
19001904,cefpirome,153.0,153.0,0.0,341.0,6.09353
1749008,cefpodoxime,666.0,666.0,0.0,2828.0,2.020525
1738366,cefprozil,516.0,516.0,0.0,1718.0,2.22024
40230597,ceftaroline,97.0,97.0,0.0,258.0,3.76188
1776684,ceftazidime,1116.0,1116.0,0.0,9083.0,1.83134
1749083,ceftibuten,291.0,291.0,0.0,595.0,2.70593
1777254,ceftizoxime,91.0,91.0,0.0,116.0,7.33162
1777806,ceftriaxone,1911.0,1911.0,0.0,35700.0,1.35121
1778162,cefuroxime,1496.0,1496.0,0.0,17177.0,1.321905
1118084,celecoxib,2469.0,2469.0,0.0,118657.0,1.01931
42898712,celery seed extract,12.0,12.0,0.0,12.0,11.79466
19049145,celiprolol,540.0,540.0,0.0,1871.0,2.25998
986515,cellulase,15.0,15.0,0.0,15.0,75.79438
986517,cellulose,30.0,30.0,0.0,34.0,7.474985
1786621,cephalexin,1973.0,1973.0,0.0,37647.0,1.4142
19052683,cephaloridine,23.0,23.0,0.0,24.0,26.15687
19086759,cephalothin,102.0,102.0,0.0,195.0,5.826725
19086790,cephapirin,3.0,3.0,0.0,3.0,219.72513
1786842,cephradine,187.0,187.0,0.0,342.0,3.91723
43531797,ceramide 2,11.0,10.0,1.0,11.0,18.217705
35602808,ceric oxide,5.0,0.0,5.0,0.0,
44818466,ceritinib,114.0,114.0,0.0,293.0,3.818085
912263,certolizumab pegol,1416.0,1416.0,0.0,23396.0,1.297585
19016072,certoparin,159.0,159.0,0.0,241.0,5.94449
19049175,cesium chloride,17.0,0.0,17.0,0.0,
42903430,cetearyl isononanoate,1.0,0.0,1.0,0.0,
19031267,cetiedil,3.0,1.0,2.0,1.0,40.13179
1149196,cetirizine,2223.0,2223.0,0.0,67908.0,1.13647
42900366,cetostearyl alcohol,17.0,17.0,0.0,29.0,25.7144
19007748,cetrimide,16.0,16.0,0.0,37.0,23.63354
1503983,cetrorelix,163.0,163.0,0.0,368.0,3.92409
1315411,cetuximab,1086.0,1086.0,0.0,22027.0,1.037145
42903826,cetyl myristoleate,5.0,4.0,2.0,4.0,39.749865
989301,cetylpyridinium,136.0,136.0,0.0,264.0,5.928595
954819,cevimeline,592.0,592.0,0.0,2244.0,2.0865549999999997
1759139,chalcone,24.0,0.0,24.0,0.0,
42898757,chamomile flower oil,53.0,49.0,6.0,61.0,8.26472
19052620,chamomile flowers,3.0,0.0,3.0,0.0,
1789521,charcoal,110.0,86.0,29.0,118.0,5.57161
19052447,chenodeoxycholate,13.0,7.0,6.0,11.0,322.81341
40175609,chia seed oil,2.0,2.0,0.0,2.0,162.126265
964280,chicory leaf extract,1.0,0.0,1.0,0.0,
1380341,chitosan,178.0,25.0,158.0,28.0,9.2826
42898602,chitosan oligosaccharide,14.0,0.0,14.0,0.0,
1150886,chlophedianol,2.0,2.0,0.0,3.0,594.4119000000001
19135825,chloral betaine,1.0,1.0,0.0,1.0,
1390051,chlorambucil,636.0,636.0,0.0,2966.0,2.148875
990069,chloramphenicol,481.0,481.0,0.0,1470.0,2.51559
990413,chlorcyclizine,6.0,6.0,0.0,10.0,166.81524000000002
990678,chlordiazepoxide,1088.0,1088.0,0.0,9313.0,1.36473
1790812,chlorhexidine,1723.0,1723.0,0.0,22756.0,1.63028
19013759,chloride hexahydrate,8.0,8.0,0.0,9.0,25.95498
19018192,chloride ion,194.0,194.0,0.0,284.0,4.120055
42898711,chlorine,20.0,20.0,0.0,22.0,10.05457
19026733,chlormadinone,331.0,331.0,0.0,770.0,2.90925
19092283,chlormethiazole,89.0,89.0,0.0,228.0,4.69618
19092290,chlormezanone,202.0,202.0,0.0,423.0,3.5925849999999997
19092412,chlorobutanol,7.0,7.0,0.0,7.0,95.08513
19037891,chlorocresol,164.0,164.0,0.0,376.0,3.92815
43012199,chloroform,6.0,6.0,0.0,6.0,41.726344999999995
42898681,chlorogenic acid,98.0,4.0,94.0,4.0,1334.422535
992456,chlorophyll,98.0,98.0,0.0,168.0,3.63517
19049402,chlorophyllin,16.0,7.0,10.0,7.0,122.00131
942494,chlorophyllin copper complex,146.0,146.0,0.0,230.0,4.082305
19049410,chloroprocaine,54.0,54.0,0.0,89.0,21.127435
19049437,chloropyramine,83.0,83.0,0.0,111.0,8.9791
1792515,chloroquine,722.0,722.0,0.0,3025.0,2.26919
992590,chlorothiazide,421.0,421.0,0.0,1246.0,1.98423
19092684,chlorotrianisene,18.0,18.0,0.0,18.0,11.734595
949453,chloroxine,56.0,56.0,0.0,69.0,9.87769
949459,chloroxylenol,59.0,59.0,0.0,65.0,14.88196
43012229,chlorozotocin,5.0,0.0,5.0,0.0,
19092712,chlorphenesin,108.0,108.0,0.0,148.0,7.452165
1192710,chlorpheniramine,1432.0,1432.0,0.0,17319.0,1.2579
19049707,chlorphenoxamine,4.0,4.0,0.0,5.0,137.69974
19122262,chlorproethazine,4.0,3.0,1.0,3.0,248.29939
794852,chlorpromazine,1223.0,1223.0,0.0,11368.0,1.35277
1594973,chlorpropamide,325.0,325.0,0.0,702.0,2.91231
19095002,chlorprothixene,365.0,365.0,0.0,1149.0,2.76866
19095028,chlorquinaldol,8.0,8.0,0.0,8.0,45.18402
19095043,chlortetracycline,26.0,26.0,0.0,30.0,49.35515
1395058,chlorthalidone,974.0,974.0,0.0,7055.0,1.36409
795113,chlorzoxazone,486.0,486.0,0.0,1600.0,1.922365
35201660,chocolate cacao bean allergenic extract,1.0,0.0,1.0,0.0,
43532263,cholate,9.0,0.0,9.0,0.0,
19095164,cholecalciferol,1903.0,1903.0,0.0,36663.0,1.37785
19058355,cholecystokinin,7.0,7.0,0.0,7.0,7.52471
19059097,cholesterol,612.0,612.0,0.0,3519.0,1.583175
19095309,cholestyramine resin,1073.0,1073.0,0.0,6915.0,1.58162
44506782,cholic acid,1.0,1.0,0.0,1.0,359.12927
1195334,choline,372.0,372.0,0.0,864.0,2.484185
43560137,choline fenofibrate,58.0,57.0,1.0,68.0,7.99041
42903714,chondroitin 4-sulfate,13.0,0.0,13.0,0.0,
37498240,chondroitin 6-sulfate,12.0,0.0,12.0,0.0,
43525774,chondroitin sulfate (chicken),291.0,291.0,0.0,645.0,3.17576
1395573,chondroitin sulfates,768.0,768.0,0.0,3479.0,1.812145
1563600,chorionic gonadotropin,464.0,464.0,0.0,1954.0,3.5123949999999997
19049877,chromic chloride,15.0,15.0,0.0,17.0,17.96507
19061821,chromium,317.0,317.0,0.0,889.0,2.05362
19103213,chromium citrate,9.0,8.0,1.0,8.0,31.83549
19080550,chromium picolinate,349.0,349.0,0.0,984.0,2.14992
19125750,chromium polynicotinate,10.0,10.0,0.0,14.0,40.30717
19096766,"chromium, chelated",6.0,6.0,0.0,6.0,191.78655
19059658,chromocarb diethylamine,4.0,2.0,2.0,2.0,6375.528810000001
19063698,chromonar,9.0,0.0,9.0,0.0,
1718741,chrysarobin,3.0,0.0,3.0,0.0,
43012231,chrysin,68.0,0.0,68.0,0.0,
19096683,chymopapain,15.0,15.0,0.0,15.0,58.01887
19096710,chymotrypsin,32.0,32.0,0.0,35.0,14.033055
902938,ciclesonide,756.0,756.0,0.0,4729.0,1.5840999999999998
19051444,cicletanine,58.0,58.0,0.0,74.0,10.9678
950098,ciclopirox,586.0,586.0,0.0,1880.0,2.4541199999999996
19050211,cicloxilic acid,2.0,0.0,2.0,0.0,
19004578,cider vinegar,30.0,30.0,0.0,31.0,25.492345
1745072,cidofovir,308.0,308.0,0.0,886.0,3.63687
19045581,cifenline,178.0,178.0,0.0,383.0,3.71867
1797258,cilastatin,705.0,705.0,0.0,3253.0,1.99443
19050216,cilazapril,413.0,413.0,0.0,1128.0,2.28532
1350310,cilostazol,1222.0,1222.0,0.0,10998.0,1.38481
997276,cimetidine,1398.0,1398.0,0.0,15183.0,1.41042
1548111,cinacalcet,1052.0,1052.0,0.0,9846.0,1.242455
19045983,cinitapride,33.0,33.0,0.0,36.0,6.96797
1150362,cinnamedrine,3.0,3.0,0.0,3.0,20.62518
1359143,cinnamon bark,53.0,48.0,5.0,49.0,11.876185
42898867,cinnamon oil,28.0,28.0,0.0,30.0,8.744250000000001
42900310,"cinnamon oil, bark",1.0,0.0,1.0,0.0,
42900311,"cinnamon oil, leaf",528.0,528.0,0.0,2172.0,1.801985
19097481,cinnarizine,278.0,278.0,0.0,727.0,2.146735
997496,cinoxacin,34.0,34.0,0.0,38.0,10.917265
19050375,ciprofibrate,372.0,372.0,0.0,1162.0,2.159965
1797513,ciprofloxacin,2478.0,2478.0,0.0,99644.0,1.18783
932196,cisapride,748.0,748.0,0.0,3263.0,1.75151
19015726,cisatracurium,529.0,529.0,0.0,2521.0,2.47673
1397599,cisplatin,1702.0,1702.0,0.0,49117.0,1.069635
797617,citalopram,2636.0,2636.0,0.0,121397.0,0.976585
40223464,citicoline,118.0,118.0,0.0,219.0,4.237605
19050441,citiolone,7.0,0.0,7.0,0.0,
43012233,citral,9.0,9.0,0.0,9.0,17.18358
19011034,citrate,376.0,376.0,0.0,810.0,2.68874
950435,citric acid,155.0,155.0,0.0,240.0,4.56393
43532274,citronellal,2.0,0.0,2.0,0.0,
19097664,citrulline,123.0,123.0,0.0,192.0,3.89056
19013754,citrus bioflavonoids,8.0,8.0,0.0,11.0,115.64385
19121636,citrus pectin,5.0,0.0,5.0,0.0,
19054825,cladribine,391.0,391.0,0.0,1660.0,3.19974
40170543,clam allergenic extract,3.0,0.0,3.0,0.0,
1750500,clarithromycin,1878.0,1878.0,0.0,39310.0,1.2050649999999998
42898461,clary sage oil,1.0,0.0,1.0,0.0,
1759842,clavulanate,1983.0,1969.0,30.0,36948.0,1.3426
19050761,clebopride,9.0,9.0,0.0,11.0,23.69305
1197677,clemastine,679.0,679.0,0.0,3431.0,1.96952
19097824,clenbuterol,141.0,141.0,0.0,236.0,6.83898
19089969,clevidipine,53.0,53.0,0.0,102.0,6.25556
950792,clidinium,168.0,168.0,0.0,302.0,3.5861650000000003
997881,clindamycin,1942.0,1942.0,0.0,32976.0,1.49074
1301299,clinoptilolite,6.0,0.0,6.0,0.0,
980867,clioquinol,47.0,47.0,0.0,75.0,15.5087
19050832,clobazam,1053.0,1053.0,0.0,9335.0,1.57737
998415,clobetasol,1234.0,1234.0,0.0,10118.0,1.37315
19005129,clobetasone,173.0,173.0,0.0,370.0,3.71026
19050863,clobutinol,89.0,89.0,0.0,118.0,7.01471
950882,clocortolone,147.0,147.0,0.0,181.0,7.48863
19024249,clodronic acid,197.0,197.0,0.0,358.0,3.86638
19054821,clofarabine,672.0,672.0,0.0,6337.0,1.575145
1798476,clofazimine,239.0,239.0,0.0,552.0,4.59067
19018512,clofezone,1.0,0.0,1.0,0.0,
1598658,clofibrate,42.0,42.0,0.0,53.0,13.563145
19047240,clofoctol,15.0,11.0,4.0,16.0,123.12265
1598819,clomiphene,547.0,547.0,0.0,1740.0,3.44343
798834,clomipramine,1031.0,1031.0,0.0,7212.0,1.4980250000000002
798874,clonazepam,2734.0,2734.0,0.0,159581.0,0.9418
1398937,clonidine,2085.0,2085.0,0.0,56698.0,1.03627
19099129,clonixin,25.0,24.0,1.0,27.0,9.657835
19099181,clopamide,49.0,49.0,0.0,56.0,9.61648
1322184,clopidogrel,2513.0,2513.0,0.0,150548.0,0.89842
43012635,clopidol,1.0,1.0,0.0,1.0,2032.53122
19050907,cloprednol,37.0,35.0,2.0,38.0,11.07877
790253,clorazepate,1114.0,1114.0,0.0,8201.0,1.568155
40163587,clorsulon,9.0,9.0,0.0,10.0,50.14115
19100363,clothiapine,178.0,178.0,0.0,401.0,5.068569999999999
19068821,clotiazepam,469.0,469.0,0.0,1568.0,1.97281
1000632,clotrimazole,1493.0,1493.0,0.0,14359.0,1.52398
42898462,clove leaf oil,4.0,4.0,0.0,4.0,26.196745
19023184,clove oil,4.0,4.0,0.0,4.0,690.9655
43013071,clove preparation,4.0,0.0,4.0,0.0,
1800835,cloxacillin,270.0,270.0,0.0,543.0,3.940605
19051096,cloxazolam,467.0,467.0,0.0,1648.0,1.92674
800878,clozapine,1806.0,1806.0,0.0,53821.0,0.91564
44818493,coagulation factor IX recombinant immunoglobulin G1 fusion protein,18.0,18.0,0.0,20.0,27.387285
1000995,coal tar,201.0,201.0,0.0,363.0,3.65839
42898944,cobalt,63.0,63.0,0.0,72.0,11.27661
19055712,cobalt gluconate,1.0,1.0,0.0,1.0,72.55689
45775557,cobaltous cation,18.0,0.0,18.0,0.0,
19048026,cobamamide,64.0,64.0,0.0,80.0,5.76455
42874220,cobicistat,201.0,201.0,0.0,520.0,2.98248
1001419,cocaine,642.0,642.0,0.0,4972.0,1.036595
43531800,cochineal,1.0,0.0,1.0,0.0,
951112,cocoa butter,22.0,22.0,0.0,25.0,8.017385
43525921,cocoa extract,1.0,0.0,1.0,0.0,
43525844,coconut extract,1.0,1.0,0.0,1.0,
42898952,coconut oil,127.0,127.0,0.0,307.0,2.95146
36249186,coconut water,1.0,0.0,1.0,0.0,
19101604,cod liver oil,551.0,551.0,0.0,2554.0,1.64728
1201620,codeine,1636.0,1636.0,0.0,24457.0,1.1456
42903827,coenzyme A,287.0,287.0,0.0,554.0,2.67119
19070922,cola extract,1.0,0.0,1.0,0.0,
42898905,cola nut extract,1.0,0.0,1.0,0.0,
1360932,colchiceine,1.0,0.0,1.0,0.0,
1101554,colchicine,1384.0,1384.0,0.0,18068.0,1.16295
1518148,colesevelam,919.0,919.0,0.0,7224.0,1.38302
1501617,colestipol,608.0,608.0,0.0,2465.0,1.6084299999999998
901845,colistin,443.0,443.0,0.0,1667.0,2.48311
19069049,collagen,183.0,183.0,0.0,346.0,3.87378
19096783,collagen hemostat,2.0,0.0,2.0,0.0,
19112632,"collagen, hydrolyzed",12.0,12.0,0.0,12.0,35.25766
980311,collagenase,258.0,258.0,0.0,554.0,3.091875
40172153,collagenase Clostridium histolyticum,147.0,147.0,0.0,540.0,4.90571
986261,colloidal oatmeal,12.0,8.0,4.0,8.0,17.91878
19056300,compound benzoin tincture (USP),1.0,1.0,0.0,1.0,1066.91618
1465729,concizumab,3.0,0.0,3.0,0.0,
45775558,condoliase,4.0,0.0,4.0,0.0,
42900231,coniferyl alcohol,1.0,0.0,1.0,0.0,
19010927,conivaptan,28.0,28.0,0.0,32.0,6.396885
19071128,copper,482.0,482.0,0.0,12708.0,0.6164000000000001
19012224,copper chloride,1.0,1.0,0.0,1.0,
19004810,copper gluconate,18.0,18.0,0.0,18.0,40.3842
19057346,copper sulfate,28.0,28.0,0.0,35.0,12.25395
42898949,coriander oil,6.0,6.0,0.0,7.0,15.71189
43527194,corn grain extract,1.0,0.0,1.0,0.0,
40230159,corn starch,2.0,2.0,0.0,2.0,441.94223
1541079,corticotropin,415.0,415.0,0.0,1284.0,2.25653
1507705,cortisone,1353.0,1353.0,0.0,14088.0,1.46502
19061907,cortivazol,92.0,92.0,0.0,131.0,10.85071
19008009,cosyntropin,165.0,165.0,0.0,332.0,4.66127
19008106,coumarin,125.0,125.0,0.0,172.0,4.70765
42904275,cranberry juice,46.0,46.0,0.0,58.0,6.18627
1315027,cranberry preparation,515.0,515.0,2.0,2160.0,1.76454
19050237,crataegus extract,18.0,16.0,2.0,17.0,396.59822
19071967,creatine,97.0,97.0,0.0,156.0,3.98778
19071968,creatinine,78.0,78.0,0.0,88.0,6.166395
19008366,creosote,1.0,1.0,0.0,1.0,
19087223,cresol,6.0,6.0,0.0,6.0,55.773444999999995
1465100,crinecerfont,1.0,0.0,1.0,0.0,
40242675,crizotinib,501.0,501.0,0.0,4220.0,1.06594
37497669,crocin,71.0,0.0,71.0,0.0,
43013047,crofelemer,4.0,4.0,0.0,5.0,23.431330000000003
19008867,cromoglycate,60.0,6.0,54.0,6.0,13.51405
1152631,cromolyn,668.0,668.0,0.0,2749.0,1.80277
42898837,crospovidone,1.0,0.0,1.0,0.0,
969276,crotamiton,219.0,219.0,0.0,454.0,3.10868
1734840,cucurbitacin B,10.0,0.0,10.0,0.0,
1361068,cuminaldehyde,3.0,0.0,3.0,0.0,
43532258,cupric cation,26.0,0.0,26.0,0.0,
19073031,cupric chloride,5.0,0.0,5.0,0.0,
43527178,cuprous chloride,1.0,0.0,1.0,0.0,
19051035,cuprous oxide,316.0,316.0,0.0,784.0,2.39284
19072030,curcumin,149.0,149.0,0.0,275.0,4.22411
42903538,curdlan,5.0,0.0,5.0,0.0,
19051234,cyamemazine,726.0,726.0,0.0,4251.0,2.359415
19135931,cyanocobalamin Co57,504.0,504.0,0.0,1954.0,1.779965
1309323,cyclandelate,15.0,15.0,0.0,15.0,33.94465
909358,cyclizine,579.0,579.0,0.0,3460.0,1.77263
37002995,cycloastragenol,6.0,0.0,6.0,0.0,
778711,cyclobenzaprine,2104.0,2104.0,0.0,68448.0,1.1446299999999998
43531835,cyclodextrins,30.0,0.0,30.0,0.0,
19072083,cyclofenil,3.0,3.0,0.0,4.0,1265.16062
42900259,cyclomethicone,2.0,1.0,1.0,1.0,283.02772
19080427,cyclopentamine,4.0,4.0,0.0,4.0,1810.254545
1537113,cyclopentanone,2.0,0.0,2.0,0.0,
19010015,cyclopenthiazide,13.0,13.0,0.0,13.0,13.17004
910232,cyclopentolate,338.0,338.0,0.0,989.0,2.5554050000000004
1310317,cyclophosphamide,2390.0,2390.0,0.0,96039.0,1.189655
1710446,cycloserine,162.0,162.0,0.0,401.0,3.300905
19010482,cyclosporine,2493.0,2493.0,0.0,75605.0,1.35262
19082886,cyclothiazide,4.0,4.0,0.0,4.0,137.73649
1110727,cyproheptadine,780.0,780.0,0.0,3788.0,1.5539299999999998
19010792,cyproterone,390.0,390.0,0.0,1116.0,2.34653
43531836,cystamine,17.0,0.0,17.0,0.0,
910888,cysteamine,168.0,168.0,0.0,339.0,5.796245000000001
19010955,cysteine,102.0,102.0,0.0,183.0,5.6836649999999995
19011082,cystine,39.0,39.0,0.0,44.0,10.46304
1311078,cytarabine,1497.0,1497.0,0.0,35013.0,1.36849
586491,cytomegalovirus immune globulin,94.0,94.0,0.0,184.0,9.942145
43525871,cytosine,250.0,250.0,0.0,603.0,5.494865
45775372,dabigatran,413.0,413.0,0.0,2155.0,1.6071
40228152,dabigatran etexilate,1494.0,1494.0,0.0,52255.0,0.77414
43532299,dabrafenib,284.0,284.0,0.0,1355.0,1.86186
1311409,dacarbazine,604.0,604.0,0.0,3227.0,2.18069
46221696,daclatasvir,124.0,124.0,0.0,253.0,4.39968
19036892,daclizumab,642.0,642.0,0.0,3055.0,2.8323799999999997
1311443,dactinomycin,438.0,438.0,0.0,1955.0,2.792365
45774861,dalbavancin,19.0,19.0,0.0,23.0,8.09133
40170680,dalfampridine,1027.0,1027.0,0.0,19524.0,0.79423
1789517,dalfopristin,111.0,111.0,0.0,179.0,5.98861
43560324,dalotuzumab,9.0,9.0,0.0,9.0,28.26716
1301065,dalteparin,1183.0,1183.0,0.0,9663.0,1.57536
35200416,damoctocog alfa pegol,2.0,0.0,2.0,0.0,
19026343,danaparoid,360.0,360.0,0.0,1456.0,3.798475
1511449,danazol,554.0,554.0,0.0,2216.0,1.909455
42904231,danofloxacin,13.0,3.0,10.0,3.0,52.85115
711714,dantrolene,486.0,486.0,0.0,1807.0,2.06329
44785829,dapagliflozin,309.0,309.0,0.0,1334.0,2.2166
19086622,dapiprazole,76.0,76.0,0.0,79.0,12.37698
1301608,daprodustat,5.0,0.0,5.0,0.0,
1711759,dapsone,1026.0,1026.0,0.0,6225.0,1.641435
1786617,daptomycin,808.0,808.0,0.0,6059.0,1.27231
1304643,darbepoetin alfa,1764.0,1764.0,0.0,29223.0,1.2367
916230,darifenacin,812.0,812.0,0.0,6148.0,1.3717899999999998
1756831,darunavir,984.0,984.0,0.0,8191.0,1.67021
1718616,darutoside,1.0,0.0,1.0,0.0,
45892558,dasabuvir,57.0,57.0,0.0,77.0,6.84204
1358436,dasatinib,927.0,927.0,0.0,11031.0,1.03578
36026813,dasiglucagon,4.0,0.0,4.0,0.0,
1311799,daunorubicin,1510.0,1510.0,0.0,19795.0,1.46231
1592686,deacetylbisacodyl,1.0,0.0,1.0,0.0,
1311826,deanol,19.0,19.0,0.0,22.0,12.02454
19011951,debrisoquin,2.0,2.0,0.0,4.0,313.39683
43532313,decan-4-olide,2.0,0.0,2.0,0.0,
19086827,decanoic acid,2.0,2.0,0.0,2.0,208.270465
19024728,decitabine,540.0,540.0,0.0,3452.0,1.64487
42900281,decyl glucoside,1.0,0.0,1.0,0.0,
37353190,defactinib,3.0,0.0,3.0,0.0,
1786055,deferasirox,1364.0,1364.0,0.0,23885.0,0.911985
19011091,deferiprone,192.0,192.0,0.0,447.0,3.28429
1711947,deferoxamine,593.0,593.0,0.0,2414.0,2.15289
42898933,defibrotide,119.0,119.0,0.0,290.0,7.22308
19086888,deflazacort,714.0,714.0,0.0,3179.0,2.00267
19058410,degarelix,418.0,418.0,0.0,1900.0,1.640925
43014051,dehydroacetate,2.0,0.0,2.0,0.0,
19052817,dehydrocholate,5.0,2.0,3.0,3.0,182.70843
