ingredient_concept_id,ingredient_name
45774693,diethylene glycol monomethyl ether
725822,diethylpropion
1525866,diethylstilbestrol
19079469,diethyltoluamide
989567,difenoxin
960988,diflorasone
46287397,diflubenzuron
19026096,diflucortolone
1126128,diflunisal
19089579,difluprednate
19060903,Digitalis preparation
19026180,digitoxin
1326303,digoxin
19045317,digoxin antibodies Fab fragments
19089602,dihematoporphyrin ether
19055875,dihexyverine
19026448,dihydralazine
1511345,dihydrocapsaicin
1189596,dihydrocodeine
19026526,dihydroergocristine
19026564,dihydroergocryptine
1126557,dihydroergotamine
19026637,dihydroergotoxine
19027015,dihydrotachysterol
927194,dihydroxyacetone
19089733,dihydroxyaluminum aminoacetate
989727,dihydroxyaluminum sodium carbonate
43012260,diisopropanolamine
35604667,diisopropylamine dichloroacetate
19001305,diloxanide
1328165,diltiazem
928744,dimenhydrinate
1728903,dimercaprol
739710,dimercaptosuccinic acid
916662,dimethicone
19028947,dimethindene
19011098,dimethoxanate
43526424,dimethyl fumarate
37002698,dimethyl succinate
928980,dimethyl sulfoxide
45892930,dimetridazole
43012245,dimyristoylphosphatidylcholine
19029421,dinoprost
1329415,dinoprostone
42904201,dioctyl maleate
42903830,diosmetin
19029488,diosmin
1129625,diphenhydramine
19089992,diphenidol
930916,diphenoxylate
37002558,diphenyl ether
19090000,diphenylpyraline
19031041,diphtheria antitoxin
529303,"diphtheria toxoid vaccine, inactivated"
19090016,dipipanone
990009,dipivefrin
1331270,dipyridamole
43012208,dipyrithione
19031397,dipyrone
1790024,dirithromycin
43014062,disilver oxide
19080433,disofenin
1335606,disopyramide
19035856,distigmine
21253382,Distigmine bromide
735850,disulfiram
19091101,dobesilic acid
1337720,dobutamine
1315942,docetaxel
19016670,docosahexaenoate
980955,docosanol
941258,docusate
43012263,dodecyl sulfate
1362979,dofetilide
903459,dolasetron
19055901,dolomite
43560385,dolutegravir
789779,domestic cow dander extract
19091239,domiphen
19037833,domperidone
1734796,donanemab
715997,donepezil
37354276,donidalorsen
1337860,dopamine
19056154,dopexamine
19017646,doramectin
1713905,doripenem
1125443,dornase alfa
981709,dorzolamide
36249974,dotatate
19037989,dothiepin
19091486,doxacurium
738152,doxapram
1363053,doxazosin
738156,doxepin
1512446,doxercalciferol
1338512,doxorubicin
1738521,doxycycline
738818,doxylamine
19056571,dromostanolone
1037005,dronabinol
40163615,dronedarone
739323,droperidol
1512674,drospirenone
19056611,drotaverin
1731597,drotrecogin alfa
19056645,droxicam
44814542,droxidopa
45774435,dulaglutide
715259,duloxetine
19113001,durapatite
989482,dutasteride
992308,dyclonine
19040060,dydrogesterone
1140088,dyphylline
19092433,ebastine
40168938,ecallantide
1391199,Echinacea angustifolia extract
1389112,Echinacea preparation
1399063,Echinacea purpurea extract
1359148,Echinacea root extract
43560153,Ecklonia cava extract
940864,econazole
958368,ecothiopate
19080458,eculizumab
43013616,edetate calcium
1741008,edetic acid
866847,Edotreotide
45892847,edoxaban
740924,edrophonium
936429,efalizumab
1738135,efavirenz
747348,efbemalenograstim alfa
45775080,efinaconazole
741607,eflapegrastim
978236,eflornithine
19057394,efloxate
45776421,efmoroctocog alfa
42903925,egg extract
19013789,egg yolk phospholipids
35606341,egtazic acid
19087063,eicosapentaenoate
1189697,eletriptan
45775782,eliglustat
40230797,ellagic acid
43525837,elm extract
44814525,elosulfase alfa
19012346,eltrombopag
42874212,elvitegravir
903893,emedastine
19041852,emepronium
40170557,emodepside
45774751,empagliflozin
1703069,emtricitabine
42899025,emu oil
1341927,enalapril
1342001,enalaprilat
19051513,encainide
743196,enflurane
1717002,enfuvirtide
789965,English lavender oil
44507774,enilconazole
42609292,enmetazobactam
790012,enobosarm
1743222,enoxacin
1301025,enoxaparin
19063454,enoximone
40170592,enrofloxacin
1734730,ensifentrine
782211,entacapone
1711246,entecavir
42900250,enzalutamide
1143374,ephedrine
746034,epicatechin
43532347,epidermal growth factor
19058494,epigallocatechin gallate
943634,epinastine
1343916,epinephrine
1344354,epirubicin
1309799,eplerenone
1301125,epoetin alfa
19001311,epoetin beta
19058527,epomediol
1354118,epoprostenol
1759168,epoxiconazole
19095266,eprazinone
40224770,eprinomectin
1346686,eprosartan
1322199,eptifibatide
867167,Eptotermin alfa
44818471,Equisetum arvense whole extract
46234318,"equol, (+)"
40220840,"equol, (-)-"
19058933,erdosteine
19045045,ergocalciferol
745268,"ergoloid mesylates, USP"
1345205,ergonovine
19061051,ergot preparation
1145379,ergotamine
42903833,ergothioneine
40230712,eribulin
42899042,Eriobotrya japonica leaf extract
1325363,erlotinib
1717963,ertapenem
19055717,Erwinia asparaginase
1746940,erythromycin
19103082,erythrosine
1201070,esafoxolaner
19030957,Escherichia coli
19048012,escin
715939,escitalopram
42903834,esculin
44507780,eslicarbazepine
19063575,esmolol
904453,esomeprazole
748010,estazolam
1548195,estradiol
1349025,estramustine
19049038,estriol
1598493,estrogenic substances
19049228,estrogens
1549080,"estrogens, conjugated (USP)"
1551673,"estrogens, esterified (USP)"
1549254,estrone
1525278,estropipate
757352,eszopiclone
1151789,etanercept
19103483,ethacridine
987406,ethacrynate
1749301,ethambutol
19049350,ethamsylate
955372,ethanol
19059477,ethanolamine
19095285,ethanolamine oleate
19095288,ethaverine
749727,ethchlorvynol
19059506,ethenzamide
1549786,ethinyl estradiol
19050016,ethiodized oil
1750074,ethionamide
19050090,ethisterone
750119,ethosuximide
750146,ethotoin
42904209,ethybenztropine
42903839,ethyl butyrate
42900260,ethyl cellulose
950316,ethyl chloride
19059622,ethyl cysteine
43012272,ethyl ether
43526150,ethyl ferulate
43532289,ethyl lactate
19095467,ethyl loflazepate
42900262,ethyl palmitate
45775260,ethyl pyruvate
45775560,ethyl salicylate
46287456,ethyl sulfate
42903847,ethylene glycol
43014106,ethylene oxide
19104616,ethylenediamine
43014108,ethylenediaminetetraacetate
19050387,ethylestrenol
19050414,ethylmorphine
1595461,ethynodiol
19050484,etidocaine
1552929,etidronate
19059441,etifoxine
19050419,etilefrine
43527177,etilevodopa
1195492,etodolac
19095546,etofamide
19095561,etofenamate
19060156,etofibrate
19095564,etofylline
19050488,etomidate
1519936,etonogestrel
1350504,etoposide
19011355,etoricoxib
1758536,etravirine
19050554,etretinate
19050346,eucalyptol
45776125,Eucalyptus gum extract
1180412,Eucalyptus oil
19050560,eugenol
40162005,European honey bee venom protein
19050607,Evans blue
19045290,evening primrose oil
19011440,everolimus
37496611,evodiamine
1398399,exemestane
1583722,exenatide
1526475,ezetimibe
40239995,ezogabine
1351935,factor IX
44785020,factor VII
1352141,factor VIIa
1352213,factor VIII
19106100,factor XIII
1703603,famciclovir
953076,famotidine
43012246,farnesol
19135909,Fat emulsion
44816322,"fatty acids, omega-6"
36969314,Favipiravir
1305063,Fe heme polypeptide
19061109,febarbamate
19017742,febuxostat
795661,felbamate
19100761,felbinac
1353776,felodipine
19095703,fenbufen
19053866,fendiline
753860,fenfluramine
19095709,fenipentol
43013629,fennel extract
42899012,fennel oil
19011162,fennel seed preparation
1551803,fenofibrate
19095721,fenoldopam
1153928,fenoprofen
19053979,fenoterol
19061370,fenoverine
19095724,fenoxazoline
19095727,fenproporex
19107829,fenspiride
1154029,fentanyl
19095729,fenticonazole
19037415,fenugreek seed preparation
19135796,feprazone
19095744,ferric ammonium citrate
43560392,ferric carboxymaltose
19095761,ferric chloride
45776202,ferric citrate
43533015,ferric hydroxide
42900525,ferric oxide
46221255,ferric pyrophosphate
19095786,ferric subsulfate solution
19095802,ferric sulfate
1146605,ferrocyanide
42899524,ferrosoferric oxide
19054670,ferrous ascorbate
1391575,ferrous aspartate
1391470,ferrous asparto glycinate
40239116,ferrous bisglycinate
44506781,ferrous carbonate
19061731,ferrous chloride
19135939,Ferrous citrate Fe59
45776883,ferrous disulfide
1595799,ferrous fumarate
1396012,ferrous gluconate
19000753,ferrous glycine sulfate
43012276,ferrous oxide
19009557,ferrous phosphate
19096133,ferrous succinate
1396131,ferrous sulfate
43014099,ferulate
19015703,ferumoxides
19024772,ferumoxsil
40163731,ferumoxytol
19027958,fesoterodine
1153428,fexofenadine
911891,fiber
19054702,fibrinogen
19044986,fibrinogen concentrate (human)
19035100,fibrinolysis inhibitor
45775016,fibroblast growth factor-1
1734324,fidanacogene elaparvovec
40239985,fidaxomicin
867834,Filgotinib
1304850,filgrastim
45892722,finafloxacin
996416,finasteride
40226579,fingolimod
43560379,fipronil
746822,fisetin
19110701,fish oils
1465860,fitusiran
42903868,flavin-adenine dinucleotide
19078876,flavocoxid
44818494,flavone
954853,flavoxate
1315342,flaxseed extract
1354860,flecainide
19050750,fleroxacin
19054931,floctafenine
19063763,flopropione
1537118,floralozone
19054936,floxacillin
1355509,floxuridine
19096506,flubendazole
1754994,fluconazole
1755112,flucytosine
1395557,fludarabine
1555120,fludrocortisone
19123699,flufenamate
19110711,flufenamic acid
19113013,fluindione
19055153,flumazenil
19064329,flumequine
19055156,flumethasone
19059705,flumethiazide
19055183,flunarizine
1196514,flunisolide
19055224,flunitrazepam
996541,fluocinolone
955252,fluocinonide
19064432,fluocortin butyl ester
19055344,fluocortolone
42903626,fluorapatite
996625,fluorescein
19018663,fluoride ion
43012202,fluorodeoxyglucose F18
955583,fluorometholone
955632,fluorouracil
755695,fluoxetine
1555887,fluoxymesterone
19055982,flupenthixol
756018,fluphenazine
19064698,flupirtine
19056447,fluprednidene
19111234,fluprednisolone
45774640,fluralaner
956266,flurandrenolide
756349,flurazepam
1156378,flurbiprofen
19056465,fluspirilene
1356461,flutamide
1149380,fluticasone
19123624,flutrimazole
1549686,fluvastatin
751412,fluvoxamine
1387426,folate
19111620,folic acid
1588712,follicle stimulating hormone
1542948,follitropin alfa
1597235,follitropin beta
19022479,fomepizole
19033664,fominoben
19065032,fomocain
19113015,fonazine
1315865,fondaparinux
1756524,formaldehyde
19080440,formalin
43012211,formate
19020079,formestane
956630,formic acid
1196677,formoterol
747282,forsythiaside
1736829,fosamprenavir
1724700,foscarnet
19065450,fosfestrol
956653,fosfomycin
21197468,Fosfomycin calcium
1363749,fosinopril
713192,fosphenytoin
19044273,fospropofol
19056694,framycetin
42898999,frankincense extract
42898995,frankincense oil
1189458,frovatriptan
956691,fructose
779662,frunevetmab
747237,fruquintinib
42903880,fu ling
42904025,Fucus vesiculosus extract
1304044,fulvestrant
42903799,fulvic acid
19126510,fumarate
1756822,furazolidone
956874,furosemide
19097405,fusafungin
19010400,fusidate
1301964,fuzapladib
797399,gabapentin
19007652,gadobenate
19048493,gadobutrol
19103699,gadodiamide
42899255,gadolinium
45775566,gadopentetate
19097468,gadopentetate dimeglumine
43526404,gadoterate meglumine
21197499,Gadoteric acid
19097463,gadoteridol
19089496,gadoversetamide
19031583,gadoxetate
43532362,galactoarabinan
19112526,galactose
757627,galantamine
19057690,gallamine
42899259,gallium
19057715,gallopamil
19078649,galsulfase
40240027,gamithromycin
19070929,gamma linoleic acid
19123846,gamma-aminobutyrate
43012713,gamma-cyclodextrin
19086939,gamma-linolenate
19065867,gamma-oryzanol
780003,ganaxolone
1757803,ganciclovir
1536743,ganirelix
37353460,garadacimab
46234272,Garcinia mangostana fruit extract
42899264,Gardenia jasminoides fruit extract
702262,gardenoside
1317597,garlic powder
1401437,garlic preparation
19112537,gastric mucins
1789276,gatifloxacin
1319193,gefitinib
19058092,gelatin
1314924,gemcitabine
19011126,gemeprost
1558242,gemfibrozil
1716721,gemifloxacin
19098566,gemtuzumab
42799711,gemtuzumab ozogamicin
19097682,genistein
45892419,gentamicin
919345,Gentamicin Sulfate (USP)
959362,gentian violet
42899190,Gentiana lutea root extract
42608871,gepirone
1465823,gepotidacin
43525843,geranium extract
40221310,geranyl acetate
43012210,geranylgeranylacetone
19059405,germanium
42900499,germanium dioxide
19097684,gestodene
1307213,ginger extract
1314928,ginger root
1391889,Ginkgo biloba extract
19098505,Ginkgo biloba leaf extract
42904152,Ginko biloba leaf oil
19017671,ginseng preparation
19098644,ginseng root
19029574,ginsenoside
46221502,glabridin
751889,glatiramer
43014081,glaucine
1718238,gleptoferron
19001409,glibornuride
19059796,gliclazide
19056219,glicofosfopeptical
1597756,glimepiride
46276250,gliotoxin
1560171,glipizide
19097821,gliquidone
1560278,glucagon
19098123,glucametacin
42903551,glucamine
42709319,glucarpidase
19113022,gluceptate
19011061,glucomannan
19126511,gluconate
998392,gluconolactone
1360332,glucosamine
1560524,glucose
43532365,glucose oxidase
43560384,glucosyl hesperidin
44818463,glucuronolactone
911486,glutamate
19060985,glutamine
1761033,glutaral
794111,glutarate
19061083,glutathione
19066610,glutathione disulfide
19061124,glutethimide
1559684,glyburide
961145,glycerin
42899249,glyceryl laurate
43526717,glyceryl phosphate
1594234,glycidyl methacrylate
962398,glycine
19032816,glycine zinc chelate
43532356,glycogen
19068028,glycol salicylate
911638,glycolate
45775733,glycolide
45775571,glycopyrronium
43012247,glycylglycine
43013634,Glycyrrhiza glabra extract
44818475,Glycyrrhiza glabra whole extract
42904061,Glycyrrhiza uralensis extract
19068419,glycyrrhizic acid
42898316,"glycyrrhizin, ammoniated"
42904288,glycyrrhizinate
19113004,glyoxal
42899196,gold
19113023,gold keratinate
19048202,golden seal extract
19041065,golimumab
19089810,gonadorelin
1366310,goserelin
1315684,gotu kola extract
963742,gramicidin
1000772,granisetron
19065814,grape extract
19056805,grape seed
1392182,grape seed extract
42900528,grape seed oil
19070951,grape seed proanthocyanidins
19011124,grapefruit extract
43533099,grapefruit juice
42900529,grapefruit oil
19066602,grapefruit seed extract
1592815,grapiprant
19056739,greater celandine
43525847,greater galangal extract
19124972,green tea extract
1304239,green tea leaf extract
1747032,grepafloxacin
1763779,griseofulvin
43525904,guaiac
19063951,guaiacol
1189220,guaiacolsulfonate
1200939,guaiacolsulfonic acid
19068893,guaiazulene
19056037,guaietolin
1163944,guaifenesin
1366237,guanabenz
1400959,guanadrel
1366279,guanethidine
1344965,guanfacine
766337,guanidine
43525870,guanine
1000979,guar gum
43532422,guava extract
19070952,guggul lipids
19048700,Haemophilus B Conjugate Vaccine
530007,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine
19113026,Haemophilus influenzae type b
529118,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine"
801396,halazepam
966468,halcinonide
19061374,halibut liver oil
949759,halobetasol
1766340,halofantrine
19068896,halometasone
766529,haloperidol
19101422,haloprogin
19066747,halothane
42899155,Hamamelis virginiana leaf extract
1559818,harpagoside
19070954,hawthorn berry
19070955,hawthorn berry extract
1324250,hawthorn preparation
1510364,hederagenin
43532381,Hekla lava
19054991,helicidine
42903959,Helicobacter pylori
19067073,helium
42904103,Helleborus extract
40182120,heme iron polypeptide
19101426,hemicellulase
19067303,hemin
1367571,heparin
19113045,heparinoids
529660,hepatitis A vaccine (inactivated) strain HM175
596876,"Hepatitis A Vaccine, Inactivated"
501343,hepatitis B immune globulin
528323,hepatitis B surface antigen vaccine
43532406,hepatitis B virus
19068433,heptaminol
40183759,heptanoic acid
19022417,heroin
42903748,hesperetin
19068688,hesperidin
19077117,hetastarch
1768734,hexachlorophene
789903,hexadecane
44785873,hexametaphosphate
792733,hexamethyldisilazane
19001599,hexamidine
19068839,hexetidine
19068964,hexobarbital
19113060,hexobendine
19068969,hexoprenaline
969004,hexylresorcinol
43532411,high-density polyethylene
42899123,Hippophae rhamnoides seed oil
1594733,hippurate
45775313,hirudin
19069019,histamine
19069149,histidine
1366773,histrelin
40161809,hog skin extract
1101703,homatropine
19069195,Homeopathic Remedies
514834,honey bee venom
19071840,honey preparation
1537440,honokiol
19003476,Horse antihuman thymocyte gamma globulin
1315140,horse chestnut preparation
19099049,horse chestnut seed
19090505,human calcitonin
46221662,human colostrum
42899124,human cord blood hematopoietic progenitor cell
45776001,human skin preparation
19122168,human vaccinia immune globulin
529216,human-bovine reassortant rotavirus strain P1A[8] vaccine
37498121,humulene
37498203,huperzine A
798336,Hyaluronan
787787,hyaluronate
19073699,hyaluronidase
19088713,"Hyaluronidase, Human"
1373928,hydralazine
974140,hydrochloric acid
974166,hydrochlorothiazide
1174888,hydrocodone
975125,hydrocortisone
1376289,hydroflumethiazide
19076389,hydrogen
43012724,hydrogen cyanide
1776430,hydrogen peroxide
43013072,hydrogen sulfite
42899126,hydrogenated coconut oil
42899093,hydrogenated vegetable oil
1126658,hydromorphone
19069075,hydroquinidine
37003458,hydroquinine
976778,hydroquinone
19002230,hydrotalcite
1377023,hydroxocobalamin
1777087,hydroxychloroquine
42903493,hydroxycitric acid
19077111,hydroxyestrones
19069076,hydroxyethyl cellulose
43012293,hydroxyethyl starch 130-0.4
36249762,hydroxypinacolone retinoate
869777,Hydroxyprogesterone
1718952,hydroxypropyl cellulose (type H)
40167156,hydroxypropyl chitosan
37003456,hydroxypropyl methacrylate
43012331,hydroxypropyl methylcellulose 2910
43012352,hydroxypropylbetadex (0.58-0.68 MS)
19002257,hydroxypropylcellulose
42903724,hydroxytyrosol
1377141,hydroxyurea
777221,hydroxyzine
19069080,hylan
705219,hylan G-F 20
19077421,hymecromone
923672,hyoscyamine
19013828,Hyoscyamus extract
42899137,Hyoscyamus niger extract
45775583,hypericin
42899139,Hypericum extract
42904117,Hypericum oil
42899140,Hypericum perforatum leaf extract
44784806,hypochlorite
779295,hypotaurine
902251,hypromellose
43012333,hypromellose 2208
43560557,hypromellose 2910 (10000 MPA.S)
19113756,Ibadronate
1512480,ibandronate
19113028,ibopamine
1537246,ibrexafungerp
19068830,ibritumomab tiuxetan
44507848,ibrutinib
1177480,ibuprofen
36952556,Ibuprofen sodium dihydrate
19050087,ibutilide
35604420,icariin
40242044,icatibant
977949,ichthammol
19011437,icodextrin
42874246,icosapent ethyl
19078097,idarubicin
19067036,idebenone
45776944,idelalisib
19078156,idoxuridine
19018746,idrocilamide
19091430,idursulfase
19069103,ifenprodil
19078187,ifosfamide
19097452,IGNATIA
43014176,ilomastat
19017241,iloperidone
1344992,iloprost
1304107,imatinib
779582,imepitoin
1734581,imetelstat
19122327,imidapril
1348407,imiglucerase
1778262,imipenem
778268,imipramine
981691,imiquimod
35895248,Imlifidase
43531966,immunoglobulin A
19117912,immunoglobulin G
869960,Immunoglobulin human
1718678,imperialine
19017805,inamrinone
40240664,indacaterol
978555,indapamide
42900470,indeloxazine
43532336,indigo
1711523,indinavir
43012200,indium
19069107,indobufen
19078612,indocyanine green
42900471,indole
779328,indole-3-carbinol
1178663,indomethacin
19078808,indoramin
937368,infliximab
42903441,influenza A virus
19121608,Influenza virus vaccine
40164866,"Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain"
42709320,ingenol mebutate
44784845,inosine
19083285,inosine pranobex
19079480,inosinic acid
1379525,inositol
19122121,Insulin
1567198,"insulin aspart, human"
1516976,insulin detemir
1502905,insulin glargine
1544838,"insulin glulisine, human"
1588986,"insulin human, rDNA origin"
46221581,insulin isophane
1550023,insulin lispro
42899447,"insulin, pork"
19090187,"insulin, protamine zinc, pork"
19013951,"insulin, regular, beef"
1590165,"insulin, regular, beef-pork"
1596977,"insulin, regular, human"
1586346,"insulin, regular, pork"
1379969,interferon alfa-2a
1380068,interferon alfa-2b
19044394,interferon alfa-n1
1385645,interferon alfa-n3
1781314,interferon alfacon-1
722424,interferon beta-1a
713196,interferon beta-1b
42903737,interferon gamma-1a
1380191,interferon gamma-1b
19113574,Interferon-alpha
19109079,interferon-beta
42900474,interleukin-11
42899448,interleukin-12
42899449,interleukin-3
43012761,interleukin-6
1380472,intrinsic factor
980478,inulin
19003107,invert sugar
19053540,iobitridol
19080542,iodamide
1103137,iodinated glycerol
1780601,iodine
19125582,iodine povacrylex
19003201,iodixanol
40172365,iodoform
19122138,iodophors
928006,iodoquinol
19067248,iodoxamid
19080985,iohexol
19081224,iopamidol
19081256,iopanoic acid
19003206,iopromide
701494,iota-carrageenan
19122158,iothalamate
45775579,iothalamic acid
19067271,iotrolan
19069131,ioversol
19081316,ioxaglate
19003249,ioxilan
1781321,ipecac
40238188,ipilimumab
1112921,ipratropium
19113032,iprazochrome
19067274,ipriflavone
19122259,iproniazid
1347384,irbesartan
42899520,iridium
1367268,irinotecan
1360067,iron
19055073,iron bile salts
1400498,iron carbonyl
19112898,iron fumarate
1377898,iron polysaccharide
19003345,iron sorbitex
1395773,iron sucrose
1381661,iron-dextran complex
42899525,Irvingia gabonensis seed extract
42899526,Isatis tinctoria root extract
19003412,iso-sulfan blue
43012277,isobutyl alcohol
46234101,isobutyramide
781705,isocarboxazid
19003491,isoconazole
1181809,isoetharine
19122349,Isoflavones
782043,isoflurane
19082306,isoleucine
1103518,isometheptene
1782521,isoniazid
43013090,isoprene
19058613,isopropamide
19028106,isopropyl alcohol
19003568,isopropyl myristate
915829,isopropyl unoprostone
1183554,isoproterenol
42903732,isopulegol
1537442,isorhynchophylline
1383815,isosorbide
1383925,isosorbide dinitrate
19091288,isospaglumic acid
19003593,isothipendyl
984232,isotretinoin
1384360,isoxsuprine
19132967,ispaghula extract
19137031,ispaghula husk
1326012,isradipine
1703653,itraconazole
46234437,ivabradine
42709323,ivacaftor
1784444,ivermectin
19025348,ixabepilone
19047598,"Japanese encephalitis virus vaccine, inactivated"
42900480,jasmine oil
1537120,jasmone
19123240,josamycin
42903987,Juglans regia leaf extract
42900482,juniper berry oil
19123246,Juniperus communis whole extract
42899506,Kaempferia galanga root extract
1784749,kanamycin
984801,kaolin
19084915,karaya gum
1398693,kava root
19069191,kebuzone
19069161,keracyanin
42900483,kerosene
785649,ketamine
19085688,ketanserin
19003946,ketazolam
985708,ketoconazole
1185922,ketoprofen
1136980,ketorolac
986117,ketotifen
19123346,khellin
925209,kinetin
19123342,kininogenase
42904259,kiwi fruit extract
42899432,Klebsiella pneumoniae
43532433,kojic acid
43533062,konjac mannan
19098765,Korean ginseng preparation
19099102,Korean ginseng root
19098769,Korean ginseng root extract
40168296,krill oil
19048046,L-methylfolate
871216,L-Ornithine-L-Aspartate
529114,"L1 protein, human papillomavirus type 18 vaccine"
45892478,"L1 protein, human papillomavirus type 58 vaccine"
529116,"L1 protein, human papillomavirus type 6 vaccine"
1386957,labetalol
42899437,Lachesis muta venom
19004539,lacidipine
19087394,lacosamide
950183,lactase
19011035,lactate
19098979,Lactated Ringer's Solution
45775207,Lacticaseibacillus casei
19071236,lactitol
35606075,lacto-N-neotetraose
987128,Lactobacillus
987153,Lactobacillus acidophilus
19056614,Lactobacillus bifidus
19000382,Lactobacillus delbrueckii subsp. bulgaricus
19060894,Lactobacillus Sporogenes
43532434,lactobionate
43531995,lactoferrin
19087208,lactose
987245,lactulose
43525775,Lagerstroemia indica extract
1704183,lamivudine
705103,lamotrigine
19003522,lanatoside C
1466064,landiolol
19087317,lanolin
42899439,lanolin oil
1503501,lanreotide
929887,lansoprazole
35603746,Lantana camara leaf extract
990028,lanthanum carbonate
1359548,lapatinib
1543229,laronidase
43012743,lasalocid
954688,latanoprost
42903913,latex
19059518,Latrodectus mactans antivenin
43012758,lauramine oxide
46221519,laurocapram
42899499,lavender extract
19071651,lavender oil
1735080,lazertinib
19123879,lead
42899501,lead iodide
1301377,lecanemab
19042345,lecithin
45775020,ledipasvir
1101898,leflunomide
42900496,lemon balm oil
42900497,lemon oil
19026972,lenalidomide
1302040,leniolisib
19009705,lenograstim
19090204,"lente insulin, beef"
1513849,"lente insulin, human"
1562586,"lente insulin, pork"
46221433,lenvatinib
19092139,lepirudin
44507686,leptin
19015802,lercanidipine
37354975,lerodalcibep
19071861,letosteine
1315946,letrozole
19088571,leucine
1388796,leucovorin
1351541,leuprolide
19112593,Levabuterol
1146216,levacetylleucine
1192218,levalbuterol
19124297,levallorphan
1389464,levamisole
711584,levetiracetam
932815,levobunolol
19098741,levobupivacaine
907553,levocabastine
1553610,levocarnitine
1136422,levocetirizine
789578,levodopa
1742253,levofloxacin
40168303,levoleucovorin
45775208,levomefolate
19056157,levomenthol
19056706,levomethadone
19092108,levomethadyl
43560354,levomilnacipran
19015395,levonordefrin
1589505,levonorgestrel
19124329,levopropoxyphene
1186385,levorotatory alkaloids of belladonna
1189766,levorphanol
40173184,levosimendan
1501700,levothyroxine
1353048,licorice
19080470,LICORICE EXTRACT
19055215,licorice root extract
19071862,lidamidine
989878,lidocaine
42609308,ligustrazine
46275074,Lilium longiflorum bulb extract
906902,Limosilactobacillus reuteri
42900505,linaclotide
40239216,linagliptin
35603472,linalyl acetate
1790692,lincomycin
916751,lindane
746648,linerixibat
1736887,linezolid
19011795,linoleate
19100751,"linoleic acids, conjugated"
19122135,linolenate
19090767,linseed oil
1505346,liothyronine
19069223,liotrix
990760,lipase
44506753,lipegfilgrastim
43531976,liquid petroleum
40170911,liraglutide
709567,lisdexamfetamine
1308216,lisinopril
19091472,lisuride
19124477,lithium
19113039,lithium acetate
19127669,lithium aspartate
42900524,lithium bromide
751246,lithium carbonate
45775340,lithium cation
42899307,lithium chloride
767410,lithium citrate
19113040,lithium gluconate
45775526,lithium hydroxide
19071904,lithium succinate
19071905,lithium sulfate
19091701,liver extract
44506754,lixisenatide
19091824,lobeline
43532448,locust bean gum extract
967496,lodoxamide
19091830,lofepramine
19007803,lofexidine
1707800,lomefloxacin
43013119,lomitapide
1391846,lomustine
19071933,lonazolac
43013134,long pepper extract
991876,loperamide
1738170,lopinavir
1708100,loracarbef
1107830,loratadine
791967,lorazepam
42873635,lorcaserin
19007977,lormetazepam
19049709,lornoxicam
1367500,losartan
992127,loteprednol
967562,loteprednol etabonate
963850,lotilaner
37003474,loureirin B
42899445,lovage oil
1592085,lovastatin
792263,loxapine
19071936,loxoprofen
987366,lubiprostone
42800204,lucinactant
40169014,lufenuron
44507693,luliconazole
19048037,lumefantrine
40230761,lurasidone
1310353,lutein
1398753,lutein esters
1589795,luteinizing hormone
44816340,lutetium
1543112,lutropin alfa
1308185,lycopene
42899362,Lycopus virginicus extract
19092353,lymecycline
19136207,"lymphocyte immune globulin, anti-thymocyte globulin"
19092358,lynestrenol
19092377,lysine
36249476,lysophosphatidic acid
43532424,lysozyme
43560189,m-phenylenediamine
1592536,macelignan
44507580,macitentan
45774607,madecassic acid
992716,mafenide
908360,magaldrate
19124906,magnesium
19013986,magnesium acetate
19060896,magnesium amino acid chelate
42899412,magnesium ascorbate
19019131,magnesium aspartate
908464,magnesium carbonate
43012385,magnesium carbonate hydroxide
43532017,magnesium cation
19092849,magnesium chloride
967861,magnesium citrate
19067971,magnesium gluconate
19056038,magnesium glutamate
19059006,magnesium glycinate
992956,magnesium hydroxide
19051926,magnesium lactate
19004283,magnesium malate
19016889,magnesium orotate
993631,magnesium oxide
19071991,magnesium phosphate
1168079,magnesium salicylate
19135839,Magnesium salt
42899326,magnesium silicate
19093848,magnesium sulfate
19091804,magnesium sulfate heptahydrate
908730,magnesium trisilicate
19058291,"magnesium, chelated"
42899333,Magnolia officinalis bark extract
1537443,magnolol
42900475,maitake extract
19126516,malate
993979,malathion
43532032,maleate
19008864,malic acid
43012279,maltodextrin
43012237,maltol
42899344,maltose
42899345,maltose syrup
746035,maltotetraose
1394027,manganese
45775346,manganese cation (2+)
19008893,manganese chloride
19071181,manganese citrate
19071993,manganese dioxide
19068261,manganese gluconate
35604817,manganese monoxide
42903608,manganese phosphate
19008897,manganese sulfate
44785236,Mangifera indica seed extract
43012238,mangiferin
1592310,mango bark extract
43532033,mango extract
35604107,mango leaf extract
741904,mangostin
19071995,manidipine
994058,mannitol
42904141,manuka oil
794147,maprotiline
1787101,maraviroc
792828,margaric acid
40167522,maropitant
1735606,marstacimab
988447,masoprocol
19071803,Matricaria recutita extract
1560045,matrine
1734480,mavorixafor
794229,mazindol
594249,Measles Vaccine
532272,"measles virus vaccine live, Enders' attenuated Edmonston strain"
