fallback_notes,n_conditions_before_widen,n_conditions_after_widen,population_all_drug_macro_auc,population_all_floor_pc,population_structure_only_drug_macro_auc
none,114,499,0.5958259288459266,0.5759653480725085,0.5462583668409595
